Name,Rating,Date,Review,Place_Name,Address,Phone,Website,Place_Rating,Total_Reviews,Categories,Latitude,Longitude
Mayumi Ogawa,5,3 週間前,"長年、内藤さんにお世話になっています。
髪質にあったカットやスタイリングを提案してくれて、毎回満足な仕上がりにしてもらっています。なので、安心してお任せしています。
お店やスタッフの方々の雰囲気も良く、リラックスできます。
お値段も良心的だと思います。",リビーチ・ヘアリゾート,"
〒115-0045 東京都北区赤羽２丁目５３−８ ラポール赤羽 １F","
03-3902-1300",https://rebeach.com/rebeach?utm_source=google&utm_medium=maps,"4.7
(76)",Unknown,美容院,35.781817,138.5039226
Mayumi Ogawa,5,3 週間前,"長年、内藤さんにお世話になっています。
髪質にあったカットやスタイリングを提案してくれて、毎回満足な仕上がりにしてもらっています。なので、安心してお任せしています。
お店やスタッフの方々の雰囲気も良く、リラックスできます。
お値段も良心的だと思います。",リビーチ・ヘアリゾート,"
〒115-0045 東京都北区赤羽２丁目５３−８ ラポール赤羽 １F","
03-3902-1300",https://rebeach.com/rebeach?utm_source=google&utm_medium=maps,"4.7
(76)",Unknown,美容院,35.781817,138.5039226
Sakamoto S,4,3 か月前,"10cm以上のカットでぱつっとした切りっぱなしボブをお願いしました。
カジュアルで話しやすい接客と店内で、
２時間弱の施術でしたが落ち着いて受けられました。

仕上がりは大変満足です！
ぱつっとボブ、カットだけでなくセットの能力が必要でドライヤーの方法から色々教えていただきました♪

セット用のヘアオイルもつい買ってしまったので
セルフセットがんばります！",リビーチ・ヘアリゾート,"
〒115-0045 東京都北区赤羽２丁目５３−８ ラポール赤羽 １F","
03-3902-1300",https://rebeach.com/rebeach?utm_source=google&utm_medium=maps,"4.7
(76)",Unknown,美容院,35.781817,138.5039226
Sakamoto S,4,3 か月前,"10cm以上のカットでぱつっとした切りっぱなしボブをお願いしました。
カジュアルで話しやすい接客と店内で、
２時間弱の施術でしたが落ち着いて受けられました。

仕上がりは大変満足です！
ぱつっとボブ、カットだけでなくセットの能力が必要でドライヤーの方法から色々教えていただきました♪

セット用のヘアオイルもつい買ってしまったので
セルフセットがんばります！",リビーチ・ヘアリゾート,"
〒115-0045 東京都北区赤羽２丁目５３−８ ラポール赤羽 １F","
03-3902-1300",https://rebeach.com/rebeach?utm_source=google&utm_medium=maps,"4.7
(76)",Unknown,美容院,35.781817,138.5039226
桜井かな,5,2 か月前,"いつもヘアカット&カラーをお願いしており、期待以上のできばえに大満足です！美味しいコーヒー&おやつも頂けてすごく癒されます。(*⌒∇⌒*)
スタイリストさんやスタッフも話しやすくて気晴らしになります。😌✨",リビーチ・ヘアリゾート,"
〒115-0045 東京都北区赤羽２丁目５３−８ ラポール赤羽 １F","
03-3902-1300",https://rebeach.com/rebeach?utm_source=google&utm_medium=maps,"4.7
(76)",Unknown,美容院,35.781817,138.5039226
桜井かな,5,2 か月前,"いつもヘアカット&カラーをお願いしており、期待以上のできばえに大満足です！美味しいコーヒー&おやつも頂けてすごく癒されます。(*⌒∇⌒*)
スタイリストさんやスタッフも話しやすくて気晴らしになります。😌✨",リビーチ・ヘアリゾート,"
〒115-0045 東京都北区赤羽２丁目５３−８ ラポール赤羽 １F","
03-3902-1300",https://rebeach.com/rebeach?utm_source=google&utm_medium=maps,"4.7
(76)",Unknown,美容院,35.781817,138.5039226
丹羽裕美,5,2 か月前,"毎回綺麗にして頂き雰囲気も良いサロンです。
毎回のトリートメントで髪の毛の質も良くなりましたヽ(*＾ω＾*)ﾉ
カットも細かく調整して頂きありがとうございます⭐︎
また、よろしくお願いします。",リビーチ・ヘアリゾート,"
〒115-0045 東京都北区赤羽２丁目５３−８ ラポール赤羽 １F","
03-3902-1300",https://rebeach.com/rebeach?utm_source=google&utm_medium=maps,"4.7
(76)",Unknown,美容院,35.781817,138.5039226
丹羽裕美,5,2 か月前,"毎回綺麗にして頂き雰囲気も良いサロンです。
毎回のトリートメントで髪の毛の質も良くなりましたヽ(*＾ω＾*)ﾉ
カットも細かく調整して頂きありがとうございます⭐︎
また、よろしくお願いします。",リビーチ・ヘアリゾート,"
〒115-0045 東京都北区赤羽２丁目５３−８ ラポール赤羽 １F","
03-3902-1300",https://rebeach.com/rebeach?utm_source=google&utm_medium=maps,"4.7
(76)",Unknown,美容院,35.781817,138.5039226
内山のぞみ,5,1 か月前,"白髪染めとカラーをお願いしています。
スタッフさんみんないい感じで、仕上がりも満足です。シャンプー後のマッサージが気持ちいいです。
ロング料金がないのも有り難いです。",リビーチ・ヘアリゾート,"
〒115-0045 東京都北区赤羽２丁目５３−８ ラポール赤羽 １F","
03-3902-1300",https://rebeach.com/rebeach?utm_source=google&utm_medium=maps,"4.7
(76)",Unknown,美容院,35.781817,138.5039226
内山のぞみ,5,1 か月前,"白髪染めとカラーをお願いしています。
スタッフさんみんないい感じで、仕上がりも満足です。シャンプー後のマッサージが気持ちいいです。
ロング料金がないのも有り難いです。",リビーチ・ヘアリゾート,"
〒115-0045 東京都北区赤羽２丁目５３−８ ラポール赤羽 １F","
03-3902-1300",https://rebeach.com/rebeach?utm_source=google&utm_medium=maps,"4.7
(76)",Unknown,美容院,35.781817,138.5039226
