Name,Rating,Date,Review,Place_Name,Address,Phone,Website,Place_Rating,Total_Reviews,Categories,Latitude,Longitude
ワンチャオ,5,1 年前,"尊富士さん。
おめでとうございます。
津軽五所川原の地吹雪を食いしばって進んでいく光景と重なった勝利の勝負。
相撲に興味を持ちました。これからも応援します。懐かしの五所川原。
今はおんなじ江東区民！",伊勢ヶ濱部屋,"
〒135-0001 東京都江東区毛利１丁目７−４","
03-3634-5514",https://isegahama.net/,"3.8
(28)",営業時間を追加,〒135-0001 東京都江東区毛利１丁目７−４,35.6907791,139.8126018
ワンチャオ,5,1 年前,"尊富士さん。
おめでとうございます。
津軽五所川原の地吹雪を食いしばって進んでいく光景と重なった勝利の勝負。
相撲に興味を持ちました。これからも応援します。懐かしの五所川原。
今はおんなじ江東区民！",伊勢ヶ濱部屋,"
〒135-0001 東京都江東区毛利１丁目７−４","
03-3634-5514",https://isegahama.net/,"3.8
(28)",営業時間を追加,〒135-0001 東京都江東区毛利１丁目７−４,35.6907791,139.8126018
吉田ギルバート,5,1 年前,熱海富士が話題に登る事が多いけれど、本当に強いとはまだ思えない。凄く素直で頭の良い力士であり、臨機応変柔軟に考えて相撲をとっているとしか見えない。もっと基本を勉強して、自力をつけたら、大関以上はいける逸材だから、大事に育てて欲しい。横綱も夢じゃない。もっと厳しく、育てて欲しい。みんな期待している、頑張れ熱海富士。相撲は、頭でとるものじゃない。余談だけど、僕が住んでいる広島は、名横綱だった双葉山の出身地で相撲が盛んだったが、最近は、相撲部がある高校もめっきり減ってしまった。寂しい限りだ。広島も頑張れ、,伊勢ヶ濱部屋,"
〒135-0001 東京都江東区毛利１丁目７−４","
03-3634-5514",https://isegahama.net/,"3.8
(28)",営業時間を追加,〒135-0001 東京都江東区毛利１丁目７−４,35.6907791,139.8126018
吉田ギルバート,5,1 年前,熱海富士が話題に登る事が多いけれど、本当に強いとはまだ思えない。凄く素直で頭の良い力士であり、臨機応変柔軟に考えて相撲をとっているとしか見えない。もっと基本を勉強して、自力をつけたら、大関以上はいける逸材だから、大事に育てて欲しい。横綱も夢じゃない。もっと厳しく、育てて欲しい。みんな期待している、頑張れ熱海富士。相撲は、頭でとるものじゃない。余談だけど、僕が住んでいる広島は、名横綱だった双葉山の出身地で相撲が盛んだったが、最近は、相撲部がある高校もめっきり減ってしまった。寂しい限りだ。広島も頑張れ、,伊勢ヶ濱部屋,"
〒135-0001 東京都江東区毛利１丁目７−４","
03-3634-5514",https://isegahama.net/,"3.8
(28)",営業時間を追加,〒135-0001 東京都江東区毛利１丁目７−４,35.6907791,139.8126018
TTT,5,3 か月前,ここの力士の皆さんは優しくて強い人ばかりです！がんばれ伊勢ヶ濱部屋！,伊勢ヶ濱部屋,"
〒135-0001 東京都江東区毛利１丁目７−４","
03-3634-5514",https://isegahama.net/,"3.8
(28)",営業時間を追加,〒135-0001 東京都江東区毛利１丁目７−４,35.6907791,139.8126018
TTT,5,3 か月前,ここの力士の皆さんは優しくて強い人ばかりです！がんばれ伊勢ヶ濱部屋！,伊勢ヶ濱部屋,"
〒135-0001 東京都江東区毛利１丁目７−４","
03-3634-5514",https://isegahama.net/,"3.8
(28)",営業時間を追加,〒135-0001 東京都江東区毛利１丁目７−４,35.6907791,139.8126018
伊藤由美,3,1 年前,"春巡業ですね～誰もいません。💦ここに宮城野部屋のメンバーが来るのですね、小ぢんまりしてるけど大丈夫なのかな。
看板隣りの盆栽　枝垂れ桜🌸が満開でした。 …",伊勢ヶ濱部屋,"
〒135-0001 東京都江東区毛利１丁目７−４","
03-3634-5514",https://isegahama.net/,"3.8
(28)",営業時間を追加,〒135-0001 東京都江東区毛利１丁目７−４,35.6907791,139.8126018
伊藤由美,3,1 年前,"春巡業ですね～誰もいません。💦ここに宮城野部屋のメンバーが来るのですね、小ぢんまりしてるけど大丈夫なのかな。
看板隣りの盆栽　枝垂れ桜🌸が満開でした。 …",伊勢ヶ濱部屋,"
〒135-0001 東京都江東区毛利１丁目７−４","
03-3634-5514",https://isegahama.net/,"3.8
(28)",営業時間を追加,〒135-0001 東京都江東区毛利１丁目７−４,35.6907791,139.8126018
直哉,4,5 年前,"元横綱の旭富士さんの相撲部屋です。前は安治川部屋でしたが、大きな名跡の伊勢ヶ濱をお継ぎになりました。部屋の力士のしこ名は前は「安」の字が入っていることが多かったのですが、最近は師匠のしこ名から富士をもらって、「○○富士」というしこ名のお弟子さんが多いです。
安馬は日馬富士になりました。",伊勢ヶ濱部屋,"
〒135-0001 東京都江東区毛利１丁目７−４","
03-3634-5514",https://isegahama.net/,"3.8
(28)",営業時間を追加,〒135-0001 東京都江東区毛利１丁目７−４,35.6907791,139.8126018
直哉,4,5 年前,"元横綱の旭富士さんの相撲部屋です。前は安治川部屋でしたが、大きな名跡の伊勢ヶ濱をお継ぎになりました。部屋の力士のしこ名は前は「安」の字が入っていることが多かったのですが、最近は師匠のしこ名から富士をもらって、「○○富士」というしこ名のお弟子さんが多いです。
安馬は日馬富士になりました。",伊勢ヶ濱部屋,"
〒135-0001 東京都江東区毛利１丁目７−４","
03-3634-5514",https://isegahama.net/,"3.8
(28)",営業時間を追加,〒135-0001 東京都江東区毛利１丁目７−４,35.6907791,139.8126018
